timestamp,hr,spo2,temp,acc_x,acc_y,acc_z
14:49:44,71,99,34.48,1.0,-0.05,0.13,4.5
14:49:44,70,97,34.72,0.99,-0.03,0.18,4.5
14:49:44,69,97,34.48,0.98,-0.04,0.16,4.5
14:49:44,70,97,34.62,0.98,-0.03,0.2,4.5
14:49:44,68,98,34.81,0.99,-0.03,0.18,4.5
14:49:44,71,98,34.62,0.99,-0.03,0.19,4.5
14:49:44,70,97,34.62,0.99,-0.03,0.18,4.5
14:49:44,70,97,34.72,0.99,-0.03,0.19,4.5
14:49:44,69,97,34.62,1.0,-0.04,0.16,4.5
14:49:44,69,98,34.62,0.99,-0.03,0.18,4.5
14:49:44,70,97,34.48,0.99,-0.03,0.18,4.5
14:49:44,70,97,34.81,0.99,-0.03,0.18,4.5
14:49:45,72,97,34.62,1.0,-0.03,0.18,4.5
14:49:45,70,97,34.48,0.99,-0.03,0.19,4.5
14:49:45,71,98,34.67,0.98,-0.01,0.23,4.5
14:49:45,71,98,34.34,0.99,-0.03,0.18,4.5
14:49:45,70,98,34.67,0.99,-0.03,0.19,4.5
14:49:45,71,98,34.48,1.0,-0.03,0.12,4.5
14:49:45,72,98,34.44,0.99,-0.03,0.19,4.5
14:49:45,72,99,34.53,0.99,-0.03,0.18,4.5
14:49:45,71,98,34.62,0.99,-0.03,0.18,4.5
14:49:45,71,97,34.53,1.0,-0.03,0.18,4.5
14:49:45,72,99,34.67,0.99,-0.03,0.2,4.5
14:49:45,71,98,34.34,0.99,-0.03,0.19,4.5
14:49:45,72,97,34.48,0.98,-0.01,0.21,4.5
14:49:45,72,98,34.48,1.0,-0.0,0.02,4.5
14:49:45,71,97,34.67,0.99,-0.03,0.18,4.5
14:49:46,72,99,34.72,0.99,-0.03,0.19,4.5
14:49:46,72,98,34.67,1.0,-0.03,0.18,4.5
14:49:46,74,97,34.72,0.99,-0.03,0.18,4.5
14:49:46,74,98,34.44,0.99,-0.03,0.18,4.5
14:49:46,70,99,34.62,0.99,-0.03,0.18,4.5
14:49:46,71,98,34.48,0.99,-0.03,0.18,4.5
14:49:46,72,98,34.72,1.0,-0.03,0.17,4.5
14:49:46,74,97,34.95,1.0,-0.03,0.18,4.5
14:49:46,71,99,34.67,0.99,-0.03,0.18,4.5
14:49:46,71,97,34.48,1.0,-0.03,0.19,4.5
14:49:46,73,97,34.53,0.99,-0.03,0.19,4.5
14:49:46,72,97,34.48,0.99,-0.03,0.19,4.5
14:49:46,74,98,34.62,0.99,-0.03,0.18,4.5
14:49:46,75,98,34.53,0.99,-0.03,0.18,4.5
14:49:46,74,99,34.34,1.0,-0.03,0.18,4.5
14:49:46,74,97,34.48,0.99,-0.03,0.19,4.5
14:49:46,71,97,34.62,0.99,-0.03,0.18,4.5
14:49:46,75,98,34.62,0.99,-0.03,0.18,4.5
14:49:46,73,97,34.48,0.99,-0.03,0.18,4.5
14:49:46,73,97,34.67,0.99,-0.03,0.19,4.5
14:49:46,72,97,34.48,1.0,-0.03,0.18,4.5
14:49:46,74,97,34.44,0.99,-0.03,0.19,4.5
14:49:46,74,98,34.72,0.99,-0.03,0.18,4.5
14:49:46,76,98,34.67,0.99,-0.03,0.18,4.5
14:49:47,74,97,34.62,1.0,-0.03,0.18,4.5
14:49:47,76,97,34.53,0.99,-0.03,0.18,4.5
14:49:47,75,99,34.67,0.99,-0.03,0.18,4.5
14:49:47,75,99,34.48,0.99,-0.03,0.18,4.5
14:49:47,73,97,34.62,0.99,-0.03,0.19,4.5
14:49:47,74,97,34.95,0.99,-0.03,0.19,4.5
14:49:47,76,98,34.72,0.99,-0.03,0.19,4.5
14:49:47,76,97,34.72,0.99,-0.03,0.19,4.5
14:49:47,77,99,34.53,0.99,-0.03,0.18,4.5
14:49:47,75,97,34.48,0.99,-0.03,0.18,4.5
14:49:48,77,98,34.48,0.99,-0.03,0.19,4.5
14:49:48,77,97,34.81,0.99,-0.03,0.18,4.5
14:49:48,76,99,34.95,0.99,-0.03,0.19,4.5
14:49:48,75,99,34.72,0.99,-0.03,0.18,4.5
14:49:48,76,99,34.67,0.99,-0.03,0.19,4.5
14:49:48,74,98,34.62,0.99,-0.03,0.18,4.5
14:49:48,77,98,34.53,0.99,-0.03,0.19,4.5
14:49:48,75,99,34.72,1.0,-0.03,0.18,4.5
14:49:48,76,99,34.44,1.0,-0.04,0.18,4.5
14:49:48,78,97,34.67,1.0,-0.03,0.18,4.5
14:49:48,75,99,34.48,1.0,-0.03,0.18,4.5
14:49:48,76,99,34.72,0.99,-0.03,0.18,4.5
14:49:48,76,98,34.48,0.99,-0.03,0.18,4.5
14:49:48,77,97,34.48,0.99,-0.03,0.18,4.5
14:49:48,77,97,34.48,0.99,-0.03,0.19,4.5
14:49:48,77,99,34.48,0.99,-0.03,0.18,4.5
14:49:48,78,98,34.48,0.99,-0.03,0.19,4.5
14:49:48,78,99,34.53,0.99,-0.03,0.18,4.5
14:49:48,75,99,34.72,0.99,-0.03,0.18,4.5
14:49:48,78,99,34.72,0.99,-0.03,0.19,4.5
14:49:48,78,98,34.48,1.0,-0.03,0.18,4.5
14:49:48,78,98,34.62,1.0,-0.03,0.18,4.5
14:49:48,77,99,34.72,0.99,-0.03,0.18,4.5
14:49:48,76,99,34.53,1.0,-0.03,0.18,4.5
14:49:49,80,98,34.72,0.99,-0.03,0.18,4.5
14:49:49,77,98,34.62,0.99,-0.03,0.18,4.5
14:49:49,77,97,34.44,0.99,-0.03,0.18,4.5
14:49:49,80,99,34.81,1.0,-0.03,0.19,4.5
14:49:49,79,97,34.72,0.99,-0.03,0.18,4.5
14:49:49,77,97,34.95,0.99,-0.03,0.18,4.5
14:49:49,78,97,34.62,0.99,-0.03,0.18,4.5
14:49:49,78,99,34.48,0.99,-0.02,0.18,4.5
14:49:49,79,97,34.48,0.99,-0.04,0.19,4.5
14:49:49,77,98,34.62,1.0,-0.03,0.18,4.5
14:49:49,77,98,34.48,0.99,-0.03,0.18,4.5
14:49:49,80,97,34.81,0.99,-0.03,0.19,4.5
14:49:49,80,98,34.53,0.99,-0.03,0.18,4.5
14:49:49,78,98,34.48,0.99,-0.03,0.18,4.5
14:49:49,80,98,34.53,0.99,-0.03,0.19,4.5
14:49:49,79,99,34.95,0.99,-0.03,0.17,4.5
14:49:49,78,99,34.72,0.99,-0.03,0.19,4.5
14:49:49,80,98,34.72,0.99,-0.02,0.17,4.5
14:49:49,79,99,34.72,1.01,-0.03,0.2,4.5
14:49:49,80,97,34.67,1.0,-0.02,0.18,4.5
14:49:49,81,98,34.62,1.0,-0.04,0.2,4.5
14:49:49,79,99,34.62,0.99,-0.03,0.17,4.5
14:49:50,80,98,34.48,0.99,-0.03,0.19,4.5
14:49:50,79,99,34.53,1.0,-0.03,0.18,4.5
14:49:50,79,99,34.62,0.98,-0.04,0.19,4.5
14:49:50,82,99,34.62,0.99,-0.03,0.17,4.5
14:49:50,80,98,34.81,0.99,-0.04,0.18,4.5
14:49:50,81,98,34.48,0.99,-0.03,0.18,4.5
14:49:50,79,97,34.72,0.99,-0.03,0.18,4.5
14:49:50,81,97,34.67,0.98,-0.03,0.18,4.5
14:49:50,82,98,34.48,0.99,-0.03,0.19,4.5
14:49:50,79,98,34.53,1.0,-0.03,0.18,4.5
14:49:50,82,97,34.62,0.99,-0.03,0.18,4.5
14:49:50,79,98,34.62,0.99,-0.03,0.18,4.5
14:49:50,81,97,34.67,0.99,-0.03,0.19,4.5
14:49:50,80,97,34.62,1.0,-0.03,0.18,4.5
14:49:50,80,97,34.81,0.99,-0.03,0.18,4.5
14:49:50,82,98,34.48,0.99,-0.04,0.19,4.5
14:49:50,82,98,34.62,0.99,-0.03,0.17,4.5
14:49:50,80,97,34.53,0.98,-0.04,0.19,4.5
14:49:50,79,98,34.81,1.0,-0.03,0.18,4.5
14:49:51,80,98,34.53,0.99,-0.03,0.19,4.5
14:49:51,83,98,34.72,0.99,-0.04,0.19,4.5
14:49:51,82,99,34.62,0.99,-0.03,0.18,4.5
14:49:51,83,98,34.72,0.99,-0.03,0.17,4.5
14:49:51,82,97,34.53,1.01,-0.03,0.17,4.5
14:49:51,84,99,34.53,0.99,-0.03,0.17,4.5
14:49:51,84,98,34.53,0.99,-0.03,0.18,4.5
14:49:51,80,98,34.48,0.99,-0.03,0.18,4.5
14:49:51,84,99,34.67,1.0,-0.03,0.18,4.5
14:49:51,82,98,34.53,0.99,-0.03,0.18,4.5
14:49:51,82,97,34.62,0.99,-0.03,0.18,4.5
14:49:51,83,99,34.53,0.99,-0.03,0.18,4.5
14:49:51,83,99,34.67,1.0,-0.03,0.19,4.5
14:49:51,83,98,34.53,0.99,-0.03,0.18,4.5
14:49:51,82,98,34.48,1.0,-0.03,0.19,4.5
14:49:51,80,99,34.48,0.99,-0.03,0.19,4.5
14:49:51,84,98,34.81,0.99,-0.03,0.18,4.5
14:49:51,81,99,34.53,0.99,-0.03,0.19,4.5
